WrdEngID	WrdEng	pRoman
10063	Macaca assamensis	[Macaca] [assamensis];মাকাকা এচামেনচিচ
10064	equivocate	ɪˈkwɪvəˌkeɪt;ইকুইভকেট
10065	palter	ˈpɔltər;পল্টাৰ
10066	prevaricate	prɪˈverəˌkeɪt;প্ৰিভেৰিকেট
10067	ramble	ˈræmbəl;ৰেমবল
10068	rifle range	ˈraɪfəl ˈreɪndʒ;ৰাইফল ৰেঞ্জ
10069	elephantiasis	ˌeləfənˈtaɪəsəs;এলিফেনটিয়াচিচ
10070	nowhere	ˈnoʊˌ(h)wer;নহুৱেৰ
10071	tartar	ˈtɑrtər;টাৰটাৰ
10072	intact	ɪnˈtækt;ইনটেক্ট
10073	reinstate	ˌriːənˈsteɪt;ৰিইনষ্টেট
10074	epenthesis	ɪˈpenθəsəs;ইপেনথেচিচ
10075	flowerless	ˈflæʊrləs;ফ্লাৱাৰলেচ
10076	nonflowering	ˈnɑnˈflæʊrɪŋ;ননফ্লাৱাৰিং
10077	unpublished	unpublished;আনপাবলিচড
10078	Gogoi	gogoi;গগৈ
10079	Bhagoboti	bhagoboti;ভাগৱতী
10080	Medhi	medhi;মেধি
10081	Pathak	pathak;পাঠক
10082	Borah	ˈbɔrə;বৰা
10083	Mazinder	mazinder;মজিন্দাৰ
10084	Mojinder	mojinder;মজিন্দাৰ
10085	Phukon	phukon;ফুকন
10086	Bora	ˈbɔrə;বৰা
10087	Barmedhi	barmedhi;বৰমেধি
10088	Sharma	sharma;শৰ্মা
10089	battalion	bəˈtæljən;বেটেলিয়ন
10090	Pinak	pinak;পিনাক
10091	Deori	deori;দেউৰী
10092	eventide	ˈiːvənˌtaɪd;ইভেনটাইড
10093	undisclosed	undisclosed;আনডিচক্লজড
10094	Rajmedhi	rajmedhi;ৰাজমেধী
10095	nose ring	ˈnoʊz ˈrɪŋ;ন’জ ৰিং
10096	Konwer	konwer;কোঁৱৰ
10097	hunk	ˈhəŋk;হাংক
10098	clump	ˈkləmp;ক্লাম্প
10099	chunk	ˈtʃəŋk;চাংক
10100	Khanikar	khanikar;খনিকৰ
10101	unscrupulous	unscrupulous;আনস্ক্ৰপুলাচ
10102	crucial	ˈkruːʃəl;ক্ৰুচিয়েল
10103	dealing	ˈdiːlɪŋ;ডিলিং
10104	irreplaceable	irreplaceable;ইৰিপ্লেচেবল
10105	bulk	ˈbəlk;বাল্ক
10106	Dowrah	[Dowrah];দ্বৌৰাহ
10107	Saikia	[Saikia];চাইকিয়া
10108	Hazarika	[Hazarika];হাজৰিকা
10109	Changmai	[Changmai];চাংমাই
10110	explorer	ɪkˈsplɔrər;এক্সপ্লৰাৰ
10111	anomalous	əˈnɑmələs;এনমেলাচ
10112	liking	ˈlaɪkɪŋ;লাইকিং
10113	immortality	ˌɪˌmɔrˈtælətiː;ইমৰটেলিটি
10114	alas	əˈlæs;এলাচ
10115	pooh	ˈpuː;পু
10116	safety pin	ˈseɪftiː ˈpɪn;চেফটি পিন
10117	Sonowal	[Sonowal];চোনোৱাল
10118	gruffness	ˈgrəfnəs;গ্ৰাফনেচ
10119	circuit house	ˈsərkət ˈhæʊs;চাৰকুইট হাউচ
10120	grandee	grænˈdiː;গ্ৰেনডি
10121	ladyship	ˈleɪdiːˌʃɪp;লেডিচিপ
10122	undecided	undecided;আনডিচাইডেড
10123	vertebrate	ˈvərtəbrət;ভাৰটিব্ৰেট
10124	invertebrate	ɪnˈvərtəbrət;ইনভাৰটিব্ৰেট
10125	slightly	slightly;স্লাইটলি
10126	aimlessly	ˈeɪmləsli:;এইমলেচলি
10127	subconscious	ˌsəbˈkɑnʃəs;চাবকনচিয়াচ
10128	distrust	dɪsˈtrəst;ডিচট্ৰাষ্ট
10129	untrustworthy	untrustworthy;আনট্ৰাচৱৰ্থি
10130	nonviolence	nonviolence;ন’নভায়লেন্স
10131	stone-deaf	stone-deaf;ষ্ট’ন-ডিফ
10132	shuttling	ˈʃətəlɪŋ;চাটলিং
10133	cursed	ˈkərsəd;কাৰ্চড
10134	Cyprinus carpio	[Cyprinus] [carpio];চাইপ্ৰিনাচ কাৰপিয়
10135	coconut shell	ˈkoʊkənət ˈʃel;ক’কনাট চেল
10136	chimpanzee	tʃɪmˌpænˈziː;চিম্পাঞ্জী
10137	china clay	ˈtʃaɪnə ˈkleɪ;চাইনা ক্লে
10138	pin	ˈpɪn;পিন
10139	paper pin	ˈpeɪpər ˈpɪn;পেপাৰ পিন
10140	chlorine	ˈklɔrˌiːn;ক্লৰিন
10141	chloroform	ˈklɔrəˌfɔrm;ক্লৰফৰ্ম
10142	bedridden	ˈbedˌrɪdən;বেডৰিডেন
10143	averse	əˈvərs;এভাৰ্চ
10144	unfriendly	unfriendly;আনফ্ৰেণ্ডলি
10145	hostile	ˈhɑstəl;হোষ্টাইল
10146	inimical	ɪˈnɪmɪkəl;ইনিমিকেল
10147	chaste woman	ˈtʃeɪst ˈwʊmən;চেষ্ট ৱমেন
10148	arabic	ˈærəbɪk;এৰাবিক
10149	arabian	əˈreɪbiːən;এৰাবিয়ান
10150	archery	ˈɑrtʃəriː;আৰচাৰি
10151	childbirth	ˈtʃaɪlˌbərθ;চাইল্ডবাৰ্থ
10152	ignoramus	ˌɪgnəˈreɪməs;ইগনৰমাচ
10153	illegitimate	illegitimate;এলিগিটিমেট
10154	precious	ˈpreʃəs;প্ৰিচিয়াচ
10155	ill-favoured	ill-favoured;ইল-ফেভাৰ্ড
10156	organizer	ˈɔrgəˌnaɪzər;অৰগেনাইজাৰ
10157	official	əˈfɪʃəl;অফিচিয়েল
10158	chummy	ˈtʃəmiː;চুমি
10159	friendly	ˈfrenliː;ফ্ৰেণ্ডলি
10160	chrysanthemum	krɪˈsænθəməm;ক্ৰিচেনথেমাম
10161	apology	əˈpɑlədʒiː;এপোলজি
10162	circumflex	ˈsərkəmˌfleks;চাৰকামফ্লেক্স
10163	Kans grass	[Kans] ˈgræs;কান্‌চ গ্ৰাচ
10164	Saccharum spontaneum	[Saccharum] [spontaneum];চাকাৰাম স্প’ণ্টেনিয়াম
10165	cloth stand	ˈklɔθ ˈstænd;ক্লথ ষ্টেণ্ড
10166	hanger	ˈhæŋər;হেঙাৰ
10167	almirah	[almirah];আলমিৰা
10168	wardrobe	ˈwɔrˌdroʊb;ৱাৰড্ৰ’ব
10169	colocasia	colocasia;কলোকাচিয়া
10170	araceae	araceae;এৰাকিয়া
10171	flamingo	fləˈmɪŋgoʊ;ফ্লেমিংগ’
10172	sticky	ˈstɪkiː;ষ্টিকি
10173	debar	dɪˈbɑr;ডিবাৰ
10174	prohibit	proʊˈhɪbət;প্ৰ’হিবিট
10175	motor	ˈmoʊtər;ম’টৰ
10176	choreography	ˌkɔriːˈɑgrəfiː;কৰিয়গ্ৰাফি
10177	choreographer	ˌkɔriːˈɑgrəfər;কৰিয়গ্ৰাফাৰ
10178	urn	ˈərn;আৰ্ন
10179	vase	ˈveɪs;ভেচ
10180	emigrant	ˈemɪgrənt;ইমিগ্ৰেণ্ট
10181	circulate	ˈsərkjəˌleɪt;চাৰকুলেট
10182	circum-nagivate	circum-nagivate;চিৰাম-নেগিভেট
10183	revolve	rɪˈvɑlv;ৰিভ’লভ
10184	promulgate	ˈprɑməlˌgeɪt;প্ৰমুলগেট
10185	civilize	ˈsɪvəˌlaɪz;চিভিলাইজ
10186	keyboard	ˈkiːˌbɔrd;কিবৰ্ড
10187	ravings	ravings;ৰেভিংচ
10188	reap	ˈriːp;ৰিপ
10189	henceforth	ˈhensˌfɔrθ;হেনচফৰ্থ
10190	crocodile tears	ˈkrɑkəˌdaɪl ˈtɪrz;ক্ৰকডাইল টিয়াৰ্চ
10191	embryology	ˌembriːˈɑlədʒiː;এমব্ৰায়লজি
10192	harmonious	hɑrˈmoʊniːəs;হাৰম’নিয়াচ
10193	sweetsounding	sweetsounding;চুইটচাউণ্ডিং
10194	the then	ðə ˈðen;ডি ডেন
10195	of the time	əv ðə ˈtaɪm;অফ ডা টাইম
10196	milk powder	ˈmɪlk ˈpæʊdər;মিল্ক পাউডাৰ
10197	powdered milk	ˈpæʊdərd ˈmɪlk;পাউডাৰ্ড মিল্ক
10198	cleanliness	ˈkliːnliːnəs;ক্লিনলিনেচ
10199	experimental	ɪkˌsperəˈmentəl;ইক্সপেৰিমেণ্টেল
10200	citation	saɪˈteɪʃən;চাইটেচন
10201	dehydrated	diːˈhaɪˌdreɪtɪd;ডিহাইড্ৰেটেড
10202	reviewer	rɪˈvjuːər;ৰিভিউআৰ
10203	escapist	escapist;এচকেপিষ্ট
10204	polio	ˈpoʊliːˌoʊ;প’লিঅ’
10205	clink	ˈklɪŋk;ক্লিংক
10206	Poliomyelitis	ˌpoʊliːoʊˌmaɪəˈlaɪtəs;প’লিঅ’মাইলিটিচ
10207	polytechnic	polytechnic;প’লিটেকনিক
10208	goiter	ˈgɔɪtər;গইটাৰ
10209	coarse	ˈkɔrs;কৰ্চ
10210	defile	dɪˈfaɪl;ডিফাইল
10211	polythene	ˈpɑləˌθiːn;পলিথিন
10212	polyethylene	polyethylene;প’লিথিলিন
10213	quid pro quo	ˈkwɪd ˈproʊ [quo];কুইড প্ৰ’ কৌ
10214	pilfering	ˈpɪlfərɪŋ;পিলফাৰিং
10215	pilfer	ˈpɪlfər;পিলফাৰ
10216	clinic	ˈklɪnɪk;ক্লিনিক
10217	yellowish	ˈjeləwɪʃ;ইয়েলোইচ
10218	by chance	ˈbaɪ ˈtʃæns;বাই চান্স
10219	Rupak	rupak;ৰূপক
10220	pampered	ˈpæmpərd;পেমপাৰ্ড
10221	badly	ˈbædliː;বেড্লি
10222	poorly	ˈpʊrliː;পোৰলি
10223	unskillfully	unskillfully;আনস্কিলফুলি
10224	incorporeal	ˌɪnkɔrˈpɔriːəl;ইনকৰপৰিয়েল
10225	bodiless	ˈbɑdɪləs;বডিলেচ
10226	spiritual	ˈspɪrɪtʃəwəl;স্পিৰিচুৱেল
10227	immaterial	ˌɪməˈtɪriːəl;ইমেটেৰিয়েল
10228	immemorial	ˌɪməˈmɔriːəl;ইমেমৰিয়েল
10229	custard-apple	[custard-apple];কাষ্টাৰ্ড-এপল
10230	antiqued	ænˈtiːkt;এনটিকুইড
10231	expand	ɪkˈspænd;ইক্সপাণ্ড
10232	multitude	ˈməltəˌtuːd;মল্টিটিউড
10233	snarl	ˈsnɑrl;স্নাৰল
10234	dozy	ˈdoʊziː;ড’জি
10235	parricide	ˈpærəˌsaɪd;পেৰিচাইড
10236	matricide	ˈmætrəˌsaɪd;মেট্ৰিচাইড
10237	Climbing perch	ˈklaɪmɪŋ ˈpərtʃ;ক্লাইমবিং পাৰ্চ
10238	Anabas testudineus	[Anabas] [testudineus];এনাবাচ টেষ্টুডিনাচ
10239	Garam Masala	[Garam] mɑˈsɑlɑ;গাৰাম মাচালা
10240	versified	[versified];ভাৰ্চিফাইড
10241	background music	ˈbækˌ(g)ræʊnd ˈmjuːzɪk;বেকগ্ৰাউণ্ড মিউজিক
10242	coalesce	ˌkoʊəˈles;ক’লেচ
10243	coal mine	ˈkoʊl ˈmaɪn;ক’ল মাইন
10244	pretender	prɪˈtendər;প্ৰিটেণ্ডাৰ
10245	cubiform	[cubiform];কিউবিফ’ৰ্ম
10246	cuboidal	kjuːˈbɔɪdəl;কিউবইডল
10247	cuboid	ˈkjuːˌbɔɪd;কিউবইড্
10248	adopted son	əˈdɑptɪd ˈsən;এডপটেড চন
10249	colloquial	kəˈloʊkwiːəl;কল’কুয়েল
10250	stitching	ˈstɪtʃɪŋ;ষ্টিচিং
10251	sewing	ˈsoʊɪŋ;চুইং
10252	jaconet	ˈdʒækəˌnet;জেকনেট
10253	cocaine	koʊˈkeɪn;ক’কেইন
10254	sympathetic	ˌsɪmpəˈθetɪk;চিম্পেথেটিক
10255	aright	əˈraɪt;এৰাইট
10256	coltish	ˈkoʊltɪʃ;ক’ল্টিচ
10257	commitment	kəˈmɪtmənt;কমিটমেণ্ট
10258	ashtray	ˈæʃˌtreɪ;এচট্ৰে
10259	typist	ˈtaɪpɪst;টাইপিষ্ট
10260	properly	[properly];প্ৰপাৰ্লি
10261	rightly	ˈraɪtliː;ৰাইটলি
10262	sincerely	[sincerely];চিনচিয়েৰ্লি
10263	unanimously	unanimously;আনএনিমাচলি
10264	nem con	[nem] ˈkɑn;নেম কন
10265	nemine contradicente	nemine contradicente;নেমিনে কন্ট্ৰাডিচেণ্টে
10266	communist	communist;কমিউনিষ্ট
10267	examinee	ɪgˌzæməˈniː;এক্সামিনি
10268	compartment	kəmˈpɑrtmənt;কম্পাৰ্টমেণ্ট
10269	impartiality	[impartiality];ইম্পাৰ্চিয়েলিটি];[ইম্পাৰ্চিয়েলিটি
10270	impassive	ɪmˈpæsɪv;ইমপেচিভ
10271	emotionless	ɪˈmoʊʃənləs;ইম’চনলেচ
10272	completed	kəmˈpliːtɪd;কমপ্লিটেড্
10273	finished	ˈfɪnɪʃt;ফিনিচড
10274	colonialism	kəˈloʊniːəˌlɪzəm;কল’নিয়েলিজিম
10275	colonized	ˈkɑləˌnaɪzd;কল’নাইজড্
10276	colonization	ˌkɑlənəˈzeɪʃən;কল’নাইজেচন
10277	colonisation	colonisation;ক’ল’নাইজেচন
10278	colonised	colonised;ক’ল’নাইজড্
10279	odd time	ˈɑd ˈtaɪm;অড টাইম
10280	compulsory	kəmˈpəlsriː;কম্পালচৰি
10281	registration	ˌredʒəˈstreɪʃən;ৰেজিষ্ট্ৰেচন
10282	sweaty	ˈswetiː;চৱেটি
10283	conceivable	kənˈsiːvəbəl;কনচিভেবল
10284	writhing	ˈraɪðɪŋ;ৰাইডিং
10285	squirming	ˈskwərmɪŋ;স্কুইৰমিং
10286	enterprise	ˈentəˌpraɪz;এণ্টাৰপ্ৰাইজ
10287	put on	ˈpʊt ˈɔn;পুট অন
10288	miniature	ˈmɪniːəˌtʃʊr;মিনিয়েচাৰ
10289	perceivable	perceivable;পাৰ্চিভেবল
10290	understandable	understandable;আণ্ডাৰষ্টেণ্ডেবল
10291	graspable	ˈgræspəbəl;গ্ৰাচপেবল
10292	intelligible	ɪnˈtelədʒəbəl;ইনটেলিজিবল
10293	nonviolent	[nonviolent];ননভায়লেণ্ট
10294	escapism	ɪsˈkeɪˌpɪzəm;এচকেপিজিম
10295	portable	ˈpɔrtəbəl;পৰ্টেবল
10296	symposium	sɪmˈpoʊziːəm;চিমপ’জিয়াম
10297	hessian cloth	ˈheʃən ˈklɔθ;হেচিয়ান ক্লথ
10298	absolutist	absolutist;এবচলিউটিষ্ট
10299	autocrat	ˈɔtəˌkræt;অটক্ৰেট
10300	conditional	kənˈdɪʃnəl;কনডিচনেল
10301	impersonal	ɪmˈpərsnəl;ইমপাৰচনেল
10302	coffin	ˈkɔfən;কফিন
10303	commemoration	kəˌmeməˈreɪʃən;কমেমৰেচন
10304	remembrance	rɪˈmembrəns;ৰিমেমব্ৰেন্স
10305	recollection	ˌrekəˈlekʃən;ৰিকলেকচন
10306	circumcision	ˌsərkəmˈsɪʒən;চাৰ্কমচিজন
10307	slander	ˈslændər;স্লেণ্ডাৰ
10308	paring	ˈperɪŋ;পেৰিং
10309	affirmative	əˈfərmətɪv;এফাৰমেটিভ
10310	injection	ɪnˈdʒekʃən;ইনজেকচন
10311	cuneiform	kjuːˈniːəˌfɔrm;কুনিফৰ্ম
10312	cuneal	cuneal;কিউনেল
10313	wedge-shaped	wedge-shaped;ৱেজ-চেপড
10314	informer	ɪnˈfɔrmər;ইনফৰ্মাৰ
10315	pollute	pəˈluːt;পলুউট
10316	nectarous	nectarous;নেকটাৰাচ
10317	ambrosial	ambrosial;এমব্ৰ’চিয়েল
10318	ambrosian	æmˈbroʊʒən;এমব্ৰ’চিয়ান
10319	post-card	[post-card];প’ষ্ট-কাৰ্ড
10320	furuncle	ˈfjʊrˌəŋkəl;ফাৰুংকল
10321	long term	ˈlɔŋ ˈtərm;লং টাৰ্ম
10322	long run	ˈlɔŋ ˈrən;লং ৰান
10323	farsighted	ˈfɑrˌsaɪtəd;ফাৰচাইটেড
10324	foresighted	foresighted;ফ’ৰচাইটেড
10325	prospicient	prospicient;প্ৰ’চিপিচিয়েণ্ট
10326	children	children;চিল্ডেন
10327	daydream	ˈdeɪˌdriːm;ডে-ড্ৰিম
10328	upwelling	ˌəpˈwelɪŋ;আপৱেলিং
10329	disguiser	disguiser;ডিচগুইচাৰ
10330	coastal	ˈkoʊstəl;ক’ষ্টেল
10331	co-education	[co-education];কৌ-এডুকেচন
10332	unrestrained	ˌənrɪˈstreɪnd;আনৰিষ্ট্ৰেইণ্ড
10333	comedy	ˈkɑmədiː;কমেডি
10334	intensive care unit	ɪnˈtensɪv ˈker ˈjuːnət;ইনটেনচিভ কেয়াৰ ইউনিট
10335	I.C.U	[I.C.U];আই.চি.ইউ
10336	congruity	kənˈgruːətiː;কনগ্ৰুইটি
10337	appropriateness	əˈproʊpriːˌeɪtnəs;এপ্ৰ’প্ৰিয়েটনেচ
10338	suitability	ˌsuːtəˈbɪlətiː;চুইটেবিলিটি
10339	establisher	establisher;এষ্টাব্লিচাৰ
10340	conjecturally	conjecturally;ক’নজেক্টচুৰেলি
10341	Umananda	umananda;উমানন্দ
10342	consequently	ˈkɑnsəˌkwentliː;কনচেকুৱেণ্টলি
10343	log	ˈlɔg;লগ
10344	friends	ˈfrendz;ফ্ৰেইণ্ডচ
10345	cost price	ˈkɔst ˈpraɪs;কষ্ট প্ৰাইচ
10346	purchasing power	ˈpərtʃəsɪŋ ˈpæʊr;পাৰচেজিং পাৱাৰ
10347	trinity	ˈtrɪnətiː;ট্ৰিনিটি
10348	the Trinity	ðə ˈtrɪnətiː;ডা ট্ৰিনিটি
10349	laconic	ləˈkɑnɪk;লেকনিক
10350	knotty	ˈnɑtiː;নটি
10351	sphinx	ˈsfɪŋ(k)s;স্পিনাক্স
10352	spell	ˈspel;স্পেল
10353	spellbound	[spellbound];স্পেলবাউণ্ড
10354	lurch	ˈlərtʃ;লাৰ্চ
10355	lama	ˈlɑmə;লামা
10356	layabout	ˈleɪəˌbæʊt;লেএবাউট
10357	bluish	ˈbluːɪʃ;ব্লুইচ
10358	straight angle	ˈstreɪt ˈæŋgəl;ষ্ট্ৰেইট এংগল
10359	parallelogram	ˌpærəˈleləˌgræm;পেৰেলেলোগ্ৰাম
10360	mannerism	ˈmænəˌrɪzəm;মেনাৰিজিম
10361	prostration	prɑˈstreɪʃən;প্ৰষ্ট্ৰেচন
10362	antihero	ˈæntiːˌhiːroʊ;এণ্টিহিৰ’
10363	contemptible	kənˈtem(p)təbəl;কনটেমটিবল
10364	continence	ˈkɑntənəns;কণ্টিনেন্স
10365	shut	ˈʃət;চাট
10366	domesticated	dəˈmestɪˌkeɪtɪd;ডমেষ্টিকেটেড
10367	pet	ˈpet;পেট
10368	put off	ˈpʊt ˈɔf;পুট অফ
10369	take off	ˈteɪk ˈɔf;টেক অফ
10370	unobtrusively	unobtrusively;আনঅবষ্ট্ৰাচিভলি
10371	sky-high	ˈskaɪˈhaɪ;স্কাই-হাই
10372	dutiful	ˈduːtɪfəl;ডিউটিফুল
10373	waist-deep	waist-deep;ৱেষ্ট-ডিপ
10374	condensed milk	kənˈdenst ˈmɪlk;কনডেন্স মিল্ক
10375	condensed	kənˈdenst;কনডেন্স
10376	thickened	ˈθɪkənd;থিকেণ্ড
10377	ambitious	æmˈbɪʃəs;এমবিচিয়াচ
10378	cordially	ˈkɔrdʒliː;কৰডিয়েলি
10379	centipede	ˈsentəˌpiːd;চেণ্টিপেড
10380	bloom	ˈbluːm;ব্লুম
10381	amiable	ˈeɪmiːəbəl;এমিয়েবল
10382	affable	ˈæfəbəl;এফেবল
10383	balderdash	ˈbɔldərˌdæʃ;বলডাৰডেচ
10384	ripe	ˈraɪp;ৰাইপ
10385	dare	ˈder;ডেৰ
10386	convertibility	convertibility;ক’নভাৰটিবিলিটি
10387	impotence	ˈɪmpətəns;ইমপটেন্স
10388	impotency	impotency;ইম্পটেন্সি
10389	copious	ˈkoʊpiːəs;ক’পিয়াচ
10390	copywriter	ˈkɑpiːˌraɪtər;কপিৰাইটাৰ
10391	consequent	consequent;ক’নচিকুয়েণ্ট
10392	consequential	ˌkɑnsəˈkwenʃəl;কানচিকুৱেনচিয়েল
10393	repentant	repentant;ৰেপেণ্টেণ্ট
10394	penitent	penitent;পেনিটেণ্ট
10395	route	ˈruːt;ৰুট
10396	Melocanna baccifera	melocanna baccifera;মেলকানা বাকিফেৰা
10397	Bamboosa tulda	bamboosa tulda;বেমব’চা টলডা
10398	Bamboosa bambos	bamboosa bambos;বামব’চা বেম্বুচ
10399	Dendrocalamus hamiltoni	Dendrocalamus hamiltoni;ডেন্দ্ৰকেলামুচ হামিলটনি
10400	jong-kong	jong-kong;জং-কং
10401	Bambusa balcooa	bambusa balcooa;বামবুচা বালকুৱা
10402	entry	ˈentriː;এন্ট্ৰি
10403	disrespectable	ˌdɪsrɪˈspektəbəl;ডিচৰেস্পেকটেবল
10404	prepositions	ˌprepəˈzɪʃənz;প্ৰিপজিচনচ
10405	improbability	improbability;ইমপ্ৰ’বেবিলিটি
10406	improperly	improperly;ইমপ্ৰ’পাৰলি
10407	Capsicum	ˈkæpsɪkəm;কেপচিকম
10408	vegetarian	ˌvedʒəˈteriːən;ভেজিটেৰিয়ান
10409	abyssal	əˈbɪsəl;এবিচেল
10410	inanimate	ɪˈnænəmət;ইনএনিমেট
10411	self-pride	ˈselfˈpraɪd;চেল্ফপ্ৰাইড্
10412	self-esteem	self-esteem;চেল্ফ-ইচষ্টীম
10413	self-praise	self-praise;চেল্ফ-প্ৰেইজ
10414	incorrectly	incorrectly;ইনকাৰেক্টলি
10415	synchronized	ˈsɪŋkrəˌnaɪzd;চিংক্ৰনাইজড
10416	synchronism	ˈsɪŋkrəˌnɪzəm;চিংক্ৰনিজিম
10417	synchronization	ˌsɪŋkrənəˈzeɪʃən;চিংক্ৰনাইজেচন
10418	synchro-	ˈsɪŋkroʊ-;চিংক্ৰ’-
10419	disturbance	dɪˈstərbəns;ডিষ্টাৰ্বেনচ
10420	double-barreled	double-barreled;ডাবল-বেৰেলড
10421	double-barrelled	double-barrelled;ডাবল-বেৰেলড
10422	au naturel	au naturel;উ নেচাৰেল
10423	postmodern	ˌpoʊsˈmɑdərn;পষ্টমডাৰ্ন
10424	Patangia	পটংগীয়া;পটংগীয়া
10425	complication	ˌkɑmpləˈkeɪʃən;কামপ্লিকেচন
10426	debenture	dɪˈbentʃər;ডিবেঞ্চাৰ
10427	impatience	ɪmˈpeɪʃəns;ইমপেচেন্স
10428	inventive	ɪnˈventɪv;ইনভেণ্টিভ
10429	producing	prəˈduːsɪŋ;প্ৰডিউচিং
10430	organiser	organiser;অৰগেনাইজাৰ
10431	industrialist	industrialist;ইণ্ডাষ্ট্ৰিয়েলিষ্ট
10432	ditch	ˈdɪtʃ;ডিটচ
10433	structuralism	ˈstrəktʃərəˌlɪzəm;ষ্ট্ৰাকচাৰেলিজিম
10434	liquor	ˈlɪkər;লিকাৰ
10435	literally	ˈlɪtərəliː;লিটাৰেলি
10436	literal	ˈlɪtrəl;লিটাৰেল
10437	outdoors	ˌæʊtˈdɔrz;আউটডৰচ
10438	reunion	riːˈjuːnjən;ৰিইউনিয়ন
10439	red tea	ˈred ˈtiː;ৰেড টি
10440	annotated	ˈænəˌteɪtɪd;এনটেটেড
10441	nylon	ˈnaɪˌlɑn;নাইলন
10442	gorgeous	ˈgɔrdʒəs;গৰজিয়াচ
10443	thinness	ˈθɪnnəs;থিননেচ
10444	emaciation	emaciation;ইমাচিয়েচন
10445	leanness	ˈliːnnəs;লিননেচ
10446	dissident	dissident;ডিচিডেণ্ট
10447	disputatious	disputatious;ডিচপুটেচিয়াচ
10448	anthrax	ˈænˌθræks;এনথ্ৰাক্স
10449	horticulture	ˈhɔrtəˌkəltʃər;হৰ্টিকালচাৰ
10450	oppressed	əˈprest;অপ্ৰেষ্ট
10451	splenic fever	ˈsplenɪk ˈfiːvər;স্প্লেনিক ফিভাৰ
10452	by-election	ˈbaɪəˌlekʃən;বাই ইলেকচন
10453	sericulture	ˈserəˌkəltʃər;চেৰিকাল্চাৰ
10454	active voice	ˈæktɪv ˈvɔɪs;একটিভ ভইচ
10455	the active	ðiː ˈæktɪv;ডি এক্টিভ
10456	passive voice	ˈpæsɪv ˈvɔɪs;পেচিভ ভইচ
10457	the passive	ðə ˈpæsɪv;ডা পেচিভ
10458	white elephant	ˈwaɪt ˈeləfənt;হোৱাইট এলিফেণ্ট
10459	lottery	ˈlɑtəriː;লটাৰি
10460	chapatti	চাপাটি;চাপাটি
10461	costliness	ˈkɔsliːnəs;কস্লিনেচ
10462	teasel gourd	ˈtiːzəl ˈgɔrd;টিজল গাৰ্ড
10463	bael	bael;বেল
10464	water amaranths	ˈwɔtər ˈæməˌrænθs;ৱাটাৰ এমাৰেন্থচ
10465	cosy	ˈkoʊziː;ক’জি
10466	cozy	ˈkoʊziː;ক’জি
10467	amaranths	ˈæməˌrænθs;এমাৰেন্থচ
10468	amaranthus	amaranthus;এমাৰেন্থাচ
10469	pigweed	pigweed;পিগৱীড
10470	councillor	ˈkæʊnslər;কাউন্সিলৰ
10471	deputy registrar	ˈdepjətiː ˈredʒəˌstrɑr;ডেপুটি ৰেজিষ্ট্ৰাৰ
10472	immature jackfruit	ˌɪməˈtʊr ˈdʒækˌfruːt;ইমেচাৰ জেকফ্ৰুট
10473	flimsy	ˈflɪmziː;ফ্লিমজি
10474	trifling	ˈtraɪfəlɪŋ;ট্ৰাইফলিং
10475	Enhydra fluctuans Lour.	[Enhydra] [fluctuans] [Lour].;এনহাইড্ৰা ফ্লাকচ ল’ৰ
10476	Emilia plant	eɪˈmiːljɑ ˈplænt;এমিলিয়া প্লেণ্ট
10477	boatman	ˈboʊtmən;ব’টমেন
10478	boater	ˈboʊtər;বুটাৰ
10479	goose berry	ˈguːs ˈberiː;গুচ বেৰি
10480	sweet lime	ˈswiːt ˈlaɪm;চুইট লাইম
10481	cowpea	ˈkæʊˌpiː;কাউপি
10482	white paper	ˈwaɪt ˈpeɪpər;হোৱাইট পেপাৰ
10483	constantly	constantly;কনষ্টেণ্টলি
10484	unasked	ˌənˈæs(k)t;আনআস্কড
10485	vice-president	ভাইচ-প্ৰেচিডেণ্ট;ভাইচ-প্ৰেচিডেণ্ট
10486	vice-principal	ভাইচ-প্ৰিন্সিপাল;ভাইচ-প্ৰিন্সিপাল
10487	swamp	ˈswɑmp;চুৱাম্প
10488	genitals	ˈdʒenətəlz;জেনিটেলচ
10489	undergrowth	ˈəndərˌgroʊθ;আণ্ডাৰগ্ৰউথ
10490	ogre	ˈoʊgər;অগ্ৰে
10491	blade	ˈbleɪd;ব্লেড
10492	palm tree	ˈpɑm ˈtriː;পাম ট্ৰি
10493	rose apple	ˈroʊz ˈæpəl;ৰ’জ এপল
10494	celery seeds	ˈseləriː ˈsiːdz;চেলৰি চিডচ
10495	holy thread	ˈhoʊliː ˈθred;হ’লি থ্ৰেড
10496	earthworm	আৰ্থৱৰ্ম;আৰ্থৱৰ্ম
10497	nightcrawler	nightcrawler;নাইটক্ৰাউলাৰ
10498	well born	ˈwel ˈbɔrn;ৱেল বৰ্ন
10499	neck-wear	neck-wear;নেক-ৱেৰ
10500	neck-tie	neck-tie;নেক-টাই
10501	blotting paper	ˈblɑtɪŋ ˈpeɪpər;ব্লটিং পেপাৰ
10502	blotter	ˈblɑtər;ব্লটাৰ
10503	clitoris	ˈklɪtərəs;ক্লিটৰিচ
10504	bait	ˈbeɪt;বেইট
10505	liquidity	lɪˈkwɪdətiː;লিকুইডিটি
10506	teach	ˈtiːtʃ;টিচ
10507	groom	ˈgruːm;গ্ৰুম
