Item	0x9aa0x9a6,  0x9ac0x9b80x9cd0x9a40x9c1,  0x9ac0x9bf0x9b70x9df
Jail	0x9950x9be0x9f00x9be0x9970x9be0x9f0,  0x9ab0x9be0x99f0x9c70x995,  0x99c0x9c70x9870x9b2,  0x9ac0x9a80x9cd0x9a60x9c00x9b60x9be0x9b2
Jailor	0x9950x9be0x9f00x9be0x9aa0x9be0x9b2,  0x9ac0x9a80x9cd0x9a60x9c00x9aa0x9be0x9b2,  0x99c0x9c70x9870x9b2 0x9a60x9be0x9f00x9cb0x9970x9be
Jurisprudence	0x9ac0x9bf0x9a70x9bf 0x9b60x9be0x9b80x9cd0x9a40x9cd0x9f0
Jurist	0x9ac0x9bf0x9a70x9bf 0x9ac0x9c70x9a40x9cd0x9a40x9be,  0x9860x9870x9a80x99c0x9cd0x99e
Illegal	0x9850x9ac0x9c80x9a7,  0x9ac0x9c7-0x9860x9870x9a80x9c0
Illwill	0x9a60x9cd0x9ac0x9c70x9b7,  0x9ac0x9bf0x9a60x9cd0x9ac0x9c70x9b7
Immigration	0x9860x9aa0x9cd0x9f00x9f10x9be0x9b8,  0x9ac0x9bf0x9a60x9c70x9b6 0x9970x9ae0x9a8
Immunity	0x9ac0x9bf0x9ae0x9c10x9950x9cd0x9a40x9bf,  0x9850x9a80x9be0x9950x9cd0x9f00x9ae0x9cd0x9af0x9a40x9be
Impound	0x9ac0x9a80x9cd0x9a7 0x9950x9f0,  0x9960x9cb0x9f10x9be0x9f00x9a4 0x9a60x9c7
Impounding	0x9ac0x9a80x9cd0x9a70x9950x9f0
In arrears	0x9850x9f10x9b60x9bf0x9b70x9cd0x99f,  0x9ac0x9be0x9950x9c0 0x9aa0x9f00x9be,  0x9ac0x9950x9c70x9df0x9be
Incest	0x9ac0x9cd0x9af0x9ad0x9bf0x99a0x9be0x9f0
Inconsistency	0x9850x9b80x9820x9970x9a40x9bf,  0x9ac0x9bf0x9f00x9cb0x9a7,  0x9850x9b80x9be0x9ae0x99e0x9cd0x99c0x9b80x9cd0x9af
Heridity	0x9ac0x9820x9b60x9970x9a40x9bf
Heridity Office	0x9ac0x9820x9b60x9970x9a40x9bf 0x9aa0x9a6
Heridity property	0x9aa0x9c80x9a40x9cd0x9b00x9bf0x995 0x9b80x9ae0x9cd0x9aa0x9a40x9cd0x9a40x9bf,  0x9ac0x9820x9b60x9970x9a4 0x9b80x9ae0x9cd0x9aa0x9a40x9cd0x9a40x9bf
Heterogeneity	0x9ac0x9be0x9f00x9c70x9ae0x9bf0x9b90x9b20x9bf
Heterogeneous	0x9ac0x9bf0x9f00x9ae0x9be0x9820x997,  0x9ac0x9bf0x99c0x9be0x9a40x9c00x9df
History	0x9ac0x9c10x9f00x99e0x9cd0x99c0x9c0,  0x9870x9a40x9bf0x9b90x9be0x9b8
History sheet	0x9ac0x9c30x9a40x9cd0x9a40x9be0x9a80x9cd0x9a40x9aa0x9a40x9cd0x9b0,  0x9ac0x9bf0x9f10x9f00x9a30x9aa0x9a40x9cd0x9b0
Holiday	0x9aa0x9f00x9cd0x9ac0x9f10x9950x9be0x9b6,  0x9aa0x9f00x9cd0x9ac0x9a60x9bf0x9a80x9f0 0x99b0x9c10x99f0x9bf  ,  0x9ac0x9a80x9cd0x9a7
Hostile	0x9aa0x9cd0x9b00x9a40x9bf0x9950x9c20x9b2,  0x9ac0x9bf0x9f00x9cb0x9a70x9c0,  0x9b60x9a40x9cd0x9b00x9c10x9a40x9be0x9aa0x9c20x9f00x9cd0x9a3
Rest House	0x9ac0x9bf0x9b60x9cd0x9b00x9be0x9ae0x9be0x9b20x9df,  0x99b0x9f00x9be0x9870x9960x9be0x9a80x9be
Hypothecate	0x9a60x9be0x9df 0x9ac0x9a80x9cd0x9a70x995,  0x9ac0x9a80x9cd0x9a70x995 0x9a60x9c7
Hypothecation Bond	0x9ac0x9a80x9cd0x9a70x9950x9bf 0x9a60x9b20x9bf0x9b2
Hypothecated	0x9a60x9be0x9df0x9ac0x9a60x9cd0x9a7,  0x9ac0x9a80x9cd0x9a70x9950x9bf
Hypothecator	0x9a60x9be0x9df0x9950x9be0x9f00x9c0,  0x9ac0x9a80x9cd0x9a70x9950x9a60x9be0x9a40x9be
I have the honour to state that	0x9ac0x9bf0x9b90x9bf0x9a4 0x9b80x9a80x9cd0x9ae0x9be0x9a80x9aa0x9c20x9f00x9cd0x9ac0x995 0x9a80x9bf0x9ac0x9c70x9a60x9a8 0x98f0x987 0x9af0x9c7
Personal Assistant	0x9ac0x9cd0x9af0x9950x9cd0x9a40x9bf0x9970x9a4 0x9b80x9b90x9be0x9df0x995,  0x9ac0x9cd0x9af0x9950x9cd0x9a40x9bf0x9970x9a4 0x9b80x9b90x9950x9be0x9f00x9c0
Scientific Association	0x9ac0x9bf0x99c0x9cd0x99e0x9be0x9a8-0x9b80x9a80x9cd0x9ae0x9bf0x9b20x9a8
Assurance	0x9860x9b60x9cd0x9ac0x9be0x9b8,  0x9ac0x9c00x9ae0x9be
Authority of Law	0x9ac0x9bf0x9a70x9bf 0x9aa0x9cd0x9f00x9be0x9a70x9bf0x9950x9be0x9f0,   0x9860x9870x9a80x9f0 0x9950x9f00x9cd0x9a40x9c30x9a40x9cd0x9ac
Automobile 	0x9ae0x99f0x9f0 0x9970x9be0x9dc0x9c0,  0x9ac0x9b90x9bf0x9a40x9cd0x9f0 0x9af0x9be0x9a8,  0x9930x99f0x9cb0x9ae0x9cb0x9ac0x9be0x9870x9b2
Avenue	0x9f00x9be0x99c0x9aa0x9a5,  0x9ac0x9c00x9a50x9c0
Aviation Organisation	0x9a80x9ad0x9b60x9cd0x99a0x9f00x9a3 0x9b80x9820x9b80x9cd0x9a50x9be,  0x9ac0x9bf0x9ae0x9be0x9a80x99a0x9be0x9b20x9a8 0x9b80x9820x9b80x9cd0x9a50x9be
Aviation Spirit	0x9ac0x9bf0x9ae0x9be0x9a8 0x9aa0x9cd0x9f00x9be0x9b80x9f1,  0x9ac0x9bf0x9ae0x9be0x9a8 0x9b80x9cd0x9aa0x9bf0x9f00x9bf0x99f,  0x9ac0x9bf0x9ae0x9be0x9a8 0x99a0x9be0x9b20x9a8 0x9860x9b80x9f0
Architect	0x9b80x9cd0x9a50x9aa0x9a40x9bf,  0x9ac0x9b80x9cd0x9a40x9c10x9950x9be0x9f0
Arms and Ammunition	0x9ac0x9a80x9cd0x9a60x9c10x995 0x9ac0x9be0x9f00x9c10x9a6
Arrange (verb)	0x9ac0x9a80x9cd0x9a60x9f10x9b80x9cd0x9a4 0x9950x9f00x9be,  0x9ac0x9bf0x9a80x9cd0x9af0x9be0x9b8 0x9950x9f00x9be,  0x9af0x9cb0x9970x9be0x9a8 0x9950x9f00x9cd‌
Arrangement	0x9ac0x9bf0x9a80x9cd0x9af0x9be0x9b8,  0x9ac0x9a80x9cd0x9a60x9f10x9b80x9cd0x9a4
Arrears	0x9850x9f10x9b60x9bf0x9b70x9cd0x99f,  0x9ac0x9be0x9950x9c0,  0x9ac0x9950x9c70x9df0x9be
Arrear list	0x9ac0x9950x9c70x9df0x9be 0x9b20x9bf0x9b70x9cd0x99f0x9bf, ,  0x9ac0x9be0x9950x9c00x9b80x9c20x99a0x9c0
Arrest and detention	0x9aa0x9cd0x9f0-0x9970x9cd0x9f00x9b90x9a3 0x9860x9f00x9c1 0x9a80x9bf0x9f00x9cb0x9a7,  0x9970x9cd0x9f00x9c70x9aa0x9cd0x9a40x9be0x9f0 0x9860x9f00x9c1 0x9860x99f0x995,  0x9ac0x9a80x9cd0x9a60x9c0 0x9950x9f00x9be 0x9860x9f00x9c1 0x9860x9f10x9a60x9cd0x9a7 0x9950x9f00x9be
Arrest without warrant	0x9850x9a70x9bf0x9aa0x9a40x9cd0x9f00x9ac0x9bf0x9b90x9c00x9a8 0x9aa0x9cd0x9f0-0x9970x9cd0x9f00x9b90x9a3,  0x9ac0x9bf0x9a80x9be 0x9930x9f10x9be0x9f00x9c70x9a80x9cd0x99f 0x9970x9cd0x9f00x9c70x9aa0x9cd0x9a40x9be0x9f0,  0x9aa0x9f00x9cb0x9f10x9be0x9a80x9be 0x9ac0x9bf0x9b90x9c00x9a8 0x9970x9cd0x9f00x9c70x9aa0x9cd0x9a40x9be0x9f0
Arrogate	0x9b80x9cd0x9ac0x9df0x9a40x9cd0x9a4 0x9950x9f00x9cd‌,  0x9850x9a80x9be0x9a70x9bf0x9950x9be0x9f0 0x9970x9cd0x9f00x9b90x9a3 0x9950x9f00x9cd‌,  0x9ac0x9b20x9c70x9f00x9c7 0x9b2
Arrogation of right	0x9b80x9cd0x9ac0x9be0x9df0x9a40x9cd0x9a40x9c00x9950x9f00x9a3,  0x9850x9a80x9a70x9bf0x9950x9be0x9f0 0x9970x9cd0x9f00x9b90x9a3 0x9950x9f00x9cd‌,  0x9ac0x9b20x9c70x9f00x9c7 0x9b20x9f10x9a3,  0x9ac0x9b20x9aa0x9c20x9f00x9cd0x9ac0x995 0x9b80x9cd0x9ac0x9a40x9cd0x9a4 0x9970x9cd0x9f00x9b90x9a3
Regulation	0x9ac0x9bf0x9a80x9bf0x9ae0x9df
Assembly Secretariat	0x9ac0x9bf0x9a70x9be0x9a80x9b80x9ad0x9be 0x9b80x99a0x9bf0x9ac0x9be0x9b20x9df,  0x9ac0x9bf0x9a70x9be0x9a8 0x9b80x99a0x9bf0x9ac0x9be0x9b20x9df
Cruelty to wild Animals	0x9ac0x9a80x9cd0x9af 0x9aa0x9b60x9c10x9f0 0x9aa0x9cd0x9f00x9a40x9bf 0x9a80x9bf0x9b70x9cd0x9a00x9c10x9f00x9a40x9be
Anniversary	0x9ac0x9be0x9f00x9cd0x9b70x9bf0x9950x9c0
Annoyance	0x9ac0x9bf0x9f00x9950x9cd0x9a40x9bf
Annual	0x9ac0x9be0x9f00x9cd0x9b70x9bf0x995,  0x9ac0x99b0x9f00x9c70x9950x9c00x9df0x9be
Annual administrative Report	0x9ac0x9be0x9f00x9cd0x9b70x9bf0x995 0x9aa0x9cd0x9f00x9b60x9be0x9b80x9a80x9c00x9df 0x9aa0x9cd0x9f00x9a40x9bf0x9ac0x9c70x9a60x9a8
Annual Estimate	0x9ac0x9be0x9f00x9cd0x9b70x9bf0x995 0x9aa0x9cd0x9f00x9be0x9950x9950x9b20x9a8,  0x9860x9a80x9c10x9ae0x9be0x9a80x9bf0x995 0x9b90x9bf0x99a0x9be0x9aa
Annual Establishment Return	0x9ac0x9be0x9f00x9cd0x9b70x9bf0x995 0x9b80x9cd0x9a50x9be0x9aa0x9a80x9be 0x9aa0x9cd0x9f00x9ac0x9bf0x9f10x9f00x9a3,  0x9950x9f00x9cd0x9ae0x99a0x9be0x9f00x9c0 0x9b80x9ae0x9cd0x9aa0x9f00x9cd0x9950x9c00x9df 0x9ac0x9be0x9f00x9cd0x9b70x9bf0x995 0x9b90x9bf0x99a0x9be0x9aa0x9f0 0x9ac0x9bf0x9f10x9f00x9a3
Annual Financial Statement	0x9ac0x9be0x9f00x9cd0x9b70x9bf0x995 0x9ac0x9bf0x9a40x9cd0x9a40x9c00x9df 0x9ac0x9bf0x9f10x9f00x9a3
Annual value	0x9ac0x9be0x9f00x9cd0x9af0x9bf0x995 0x9ae0x9c20x9b20x9cd0x9af
Annuity	0x9ac0x9be0x9ce0x9b80x9f00x9bf0x995 0x9aa0x9cd0x9f00x9be0x9aa0x9cd0x9a40x9bf
Anonymous Communication	0x9ac0x9c70x9a80x9be0x9ae0x9c0 0x99a0x9bf0x9a00x9bf
Anonymously	0x9a80x9be0x9ae 0x9a80x9cb0x9b90x9cb0x9f10x9be0x9950x9c8,  0x9ac0x9c70x9a80x9be0x9ae0x9c00x9950x9c8
Appropriate 	0x9ac0x9bf0x9a80x9bf0x9df0x9cb0x99c0x9a8 0x9950x9f00x9cd‌,  0x9b80x9ae0x9c10x99a0x9bf0x9a4
Appropriation	0x9890x9aa0x9af0x9cb0x99c0x9a8,  0x9ac0x9bf0x9a80x9bf0x9af0x9cb0x99c0x9a8
Appropriation Account	0x9ac0x9bf0x9a80x9bf0x9df0x9cb0x99c0x9a8 0x9b20x9c70x9960x9be
Appropriation Bill	0x9ac0x9bf0x9a80x9bf0x9df0x9cb0x99c0x9a8 0x9ac0x9bf0x9b2,  0x9ac0x9bf0x9a80x9bf0x9df0x9cb0x99c0x9a8 0x9ac0x9bf0x9a70x9c70x9df0x995
Arbitration Tribunal	0x99a0x9be0x9b20x9bf0x99b0x9c0 0x9860x9a60x9be0x9b20x9a4,  0x9ae0x9a70x9cd0x9af0x9b80x9cd0x9a5 0x9a80x9cd0x9af0x9be0x9df0x9be0x9a70x9c00x9950x9f00x9a3,  0x9ac0x9bf0x9ac0x9c70x99a0x9a80x9be0x9a70x9c00x9a80x9950x9f00x9a3,  0x9ae0x9a70x9cd0x9af0x9b80x9cd0x9a5 0x9a80x9cd0x9af0x9be0x9df0x9be0x9a70x9c00x9b6
Ailment	0x9ac0x9cd0x9af0x9be0x9a70x9bf
Air-Craft	0x9890x9f00x9be0x99c0x9be0x9b90x9be0x99c,  0x9ac0x9bf0x9ae0x9be0x9a8
Airforce	0x9ac0x9be0x9df0x9c10x9b80x9c70x9a80x9be
Air Liaison Officer	0x9ac0x9bf0x9ae0x9be0x9a8 0x9b80x9ae0x9cd0x9aa0x9f00x9cd0x9950x9f00x9950x9cd0x9b70x9c0 0x9ac0x9bf0x9b70x9df0x9be
Airgun	0x9ac0x9be0x9df0x9c1 0x9ac0x9a80x9cd0x9a60x9c10x995
Air Hostess	0x9ac0x9bf0x9ae0x9be0x9a8 0x9aa0x9f00x9bf0x99a0x9be0x9f00x9bf0x9950x9be
Air Line	0x9860x9950x9be0x9b60x9c0 0x9aa0x9a50x9cd,  0x9ac0x9bf0x9ae0x9be0x9a8 0x9aa0x9f00x9bf0x9ac0x9b90x9a8,   0x9ac0x9bf0x9ae0x9be0x9a8 0x9aa0x9a5
Air Mail	0x9ac0x9bf0x9ae0x9be0x9a8 0x9a10x9be0x995
Airway	0x9ac0x9bf0x9ae0x9be0x9a8 0x9aa0x9a50x9cd,  0x9860x9950x9be0x9b60x9c0 0x9aa0x9a5
Air Pocket	0x9ac0x9be0x9df0x9c1 0x9970x9b90x9cd0x9ac0x9f0
Air ship	0x9ac0x9be0x9df0x9c1 0x9af0x9be0x9a8,  0x9860x9950x9be0x9b60x9c00x9af0x9be0x9a8
Alien	0x9ac0x9c80x9a60x9c70x9b60x9bf0x995,  0x9ac0x9bf0x9a60x9c70x9b60x9c0
Allocation	0x9ac0x9bf0x9ad0x9be0x99c0x9a80x9cd,  0x9ac0x9a80x9cd0x99f0x9a8
Allowance	0x9850x9a70x9bf0x9a60x9c70x9df 0x9ad0x9be0x9a40x9cd0x9a40x9be,  0x9ac0x9be0x9a80x99a
Conveyance Allowance	0x9ac0x9be0x9b90x9a8 0x9850x9a70x9bf0x9a60x9c70x9df,  0x9ac0x9be0x9b90x9a8 0x9ad0x9be0x9a40x9cd0x9a40x9be
Exchange Compensation Allowance	0x9ac0x9bf0x9a80x9bf0x9ae0x9df 0x9950x9cd0x9b70x9a40x9bf0x9aa0x9c20x9f00x9a3 0x9850x9a70x9bf0x9a60x9c70x9df 0x9ac0x9be 0x9ad0x9be0x9a40x9cd0x9a40x9be
Non-Official Allowance	0x9ac0x9c70x99a0x9f00x9950x9be0x9f00x9c0 0x9ad0x9be0x9a40x9cd0x9a40x9be
Personal Allowance	0x9ac0x9cd0x9af0x9950x9cd0x9a40x9bf0x9970x9a4 0x9850x9a70x9bf0x9a60x9c70x9df 0x9ac0x9be 0x9ad0x9be0x9a40x9cd0x9a40x9be
Special Allowance	0x9ac0x9bf0x9b60x9c70x9b7 0x9ad0x9be0x9a40x9cd0x9a40x9be
Alphabetical order of filing	0x9ac0x9f00x9cd0x9a30x9be0x9a80x9c10x9950x9cd0x9f00x9ae0x9bf0x995 0x9ac0x9cd0x9af0x9f10x9b80x9cd0x9a50x9be 0x9ad0x9c10x9950x9cd0x9a40x9bf
Alternative charge	0x9ac0x9c80x9950x9b20x9cd0x9aa0x9bf0x995 0x9950x9be0x9f00x9cd0x9af0x9cd0x9af0x9ad0x9be0x9f0,  0x9ac0x9c80x9950x9b20x9cd0x9aa0x9bf0x995 0x9850x9ad0x9bf0x9af0x9cb0x997,  0x9ac0x9c80x9950x9b20x9cd0x9aa0x9bf0x995 0x9ac0x9cd0x9af0x9df0x9cd
Analysis	0x9ac0x9bf0x9b60x9cd0x9b20x9c70x9b70x9a3
Analyst	0x9ac0x9bf0x9b60x9cd0x9b20x9c70x9b70x995
Analytical	0x9ac0x9c80x9b60x9cd0x9b20x9c70x9b70x9bf0x995
Analytic	0x9ac0x9c80x9b60x9cd0x9b20x9c70x9b70x9bf0x995
Adult	0x9ac0x9df0x9b80x9cd0x995,  0x9aa0x9cd0x9f00x9be0x9aa0x9cd0x9a40x9ac0x9df0x9b80x9cd0x995,  0x9aa0x9cd0x9f00x9cc0x9dd
Adult suffrage	0x9ac0x9df0x9b80x9cd0x995 0x9ae0x9a40x9be0x9a70x9bf0x9950x9be0x9f0,  0x9ac0x9df0x9b80x9cd0x995 0x9ad0x9cb0x99f0x9be0x9a70x9bf0x9950x9be0x9f0
Advertisement	0x99c0x9be0x9a80x9a80x9c0,  0x9ac0x9bf0x99c0x9cd0x99e0x9be0x9aa0x9a8,  0x9ac0x9bf0x99c0x9cd0x99e0x9aa0x9cd0x9a40x9bf
Aerated Water	0x9ac0x9be0x9df0x9c10x9aa0x9c20x9f00x9cd0x9a3 0x9aa0x9be0x9a80x9c00x9df,  0x99a0x9cc0x9a10x9be 0x9aa0x9be0x9a80x9c0
Aerodrome	0x9ac0x9bf0x9ae0x9be0x9a8 0x9950x9cd0x9b70x9c70x9a40x9cd0x9f0,  0x9ac0x9bf0x9ae0x9be0x9a8 0x9ac0x9a80x9cd0x9a60x9f0,  0x9ac0x9bf0x9ae0x9be0x9a8 0x9950x9cb0x9a0
Aeronaut	0x9ac0x9c80x9ae0x9be0x9a80x9bf0x995
Aeronautical	0x9ac0x9c80x9ae0x9be0x9a80x9bf0x995
Aeronautical Communication	0x9ac0x9c80x9ae0x9be0x9a80x9bf0x995 0x9b80x9820x9ac0x9be0x9a6
Aeronautical Education and training	0x9ac0x9c80x9ae0x9be0x9a80x9bf0x995 0x9b60x9bf0x9950x9cd0x9b70x9be 0x9860x9f00x9c1 0x9aa0x9cd0x9f00x9b60x9bf0x9950x9cd0x9b70x9a3
Aeronautical Engineer	0x9ac0x9c80x9ae0x9be0x9a80x9bf0x995 0x9850x9ad0x9bf0x9af0x9a80x9cd0x9a40x9be
Aeroplane	0x9ac0x9bf0x9ae0x9be0x9a8,  0x9890x9f00x9be0x99c0x9be0x9b90x9be0x99c
Affiliated to university	0x9ac0x9bf0x9b60x9cd0x9ac0x9ac0x9bf0x9a60x9cd0x9af0x9be0x9b20x9df0x9f0 0x9b80x9ae0x9cd0x9ac0x9a80x9cd0x9a7 ,  0x9ac0x9bf0x9b60x9cd0x9ac0x9bf0x9a60x9cd0x9af0x9be0x9b20x9df0x9f0 0x9b60x9be0x9960x9be0x9ad0x9c10x9950x9cd0x9a4 0x9b90x9cb0x9f10x9be
Afforestation	0x9ac0x9a80x9a80x9c00x9950x9f00x9a3,  0x9a80x9a40x9c10x9a80x9950x9c8 0x9b90x9be0x9ac0x9bf 0x9b9'0x9ac0x9b20x9c8 0x9a60x9bf0x9df0x9be
Age	0x9ac0x9df0x9b8
Age bar	0x9ac0x9df0x9cb0x9ac0x9a80x9cd0x9a7
Age group	0x9ac0x9df0x9cb0x9ac0x9f00x9cd0x997
Certificate of age	0x9ac0x9df0x9b80x9f0 0x9aa0x9cd0x9f00x9ae0x9be0x9a3 0x9aa0x9a40x9cd0x9f0
Compulsory Acquisition	0x9850x9a80x9bf0x9ac0x9be0x9f00x9cd0x9af0x9cd0x9af 0x9850x9a70x9bf0x9970x9cd0x9f00x9b90x9a30x9cd, ,  0x9ac0x9be0x9a70x9cd0x9af0x9a40x9be0x9ae0x9c20x9b20x995 0x9850x9a70x9bf0x9970x9cd0x9f00x9b90x9a3
Acquittance Roll	0x9a60x9f00x9ae0x9b90x9be0x9f0 0x9ac0x9b90x9c0,  0x9ac0x9c70x9a40x9a80x9f0 0x9ac0x9b90x9c0
Action	0x9950x9be0x9f00x9cd0x9af0x9cd0x9af,  0x9ac0x9be0x9a6 0x9970x9cb0x99a0x9f0,  0x9ae0x9cb0x9950x9f00x9cd0x9a60x9ae0x9be
Cause of Action	0x9ac0x9be0x9a60x9ae0x9c20x9b2,   0x9970x9cb0x99a0x9f00x9f0 0x9950x9be0x9f00x9a3,  0x9ae0x9cb0x9950x9f00x9cd0x9a60x9ae0x9be 0x9950x9be0x9f00x9a3
Right of Action	0x9ac0x9be0x9a60x9be0x9a70x9bf0x9950x9be0x9f00x9cd,  0x9970x9cb0x99a0x9f0 0x9b80x9cd0x9ac0x9a40x9cd0x9ac,  0x9a60x9be0x9960x9bf0x9b20x9f0 0x9b80x9cd0x9ac0x9a40x9cd0x9ac
Adaptation of law	0x9ac0x9bf0x9a70x9bf 0x9850x9a80x9c10x9950x9c20x9b20x9950x9f00x9a3,  0x9860x9870x9a80x9b80x9820x9970x9a40x9950x9f00x9a3
Adjudication Proceeding	0x9a80x9cd0x9af0x9be0x9df-0x9a80x9bf0x9f00x9cd0x9a30x9df 0x9950x9be0x9f00x9cd0x9af0x9cd0x9af0x9ac0x9bf0x9f10x9f00x9a30x9c0,  0x9ac0x9bf0x99a0x9be0x9f00x9f0 0x9950x9be0x9f00x9cd0x9af0x9cd0x9af 0x9ac0x9bf0x9f10x9f00x9a30x9c0
Abatement of suit	0x9ae0x9cb0x9950x9f00x9cd0x9a60x9ae0x9be 0x9960x9a40x9ae,  0x9ac0x9be0x9a6 0x9890x9aa0x9b60x9ae0x9a8,  0x9970x9cb0x99a0x9f0 0x9a80x9be0x9950x99a0x9950x9f00x9a3
Academic	0x9b60x9c80x9950x9cd0x9b70x9a30x9bf0x995,  0x9ac0x9bf0x9a60x9cd0x9af0x9be0x9b20x9df 0x9b80x9ae0x9cd0x9ac0x9a80x9cd0x9a70x9c00x9df,  0x9ac0x9bf0x9a60x9cd0x9af0x9be 0x9b80x9820x9950x9cd0x9f00x9be0x9a80x9cd0x9a4,  0x9b60x9c80x9950x9cd0x9b70x9bf0x995
Academic council	0x9ac0x9bf0x9a60x9cd0x9af0x9be 0x9aa0x9f00x9bf0x9b70x9a6,  0x9850x9a70x9bf0x9ac0x9bf0x9a60x9cd0x9af0x9be 0x9aa0x9f00x9bf0x9b70x9a6
Academic year	0x9ac0x9bf0x9a60x9cd0x9af0x9be0x9ac0x9f00x9cd0x9b7,  0x9b60x9bf0x9950x9cd0x9b70x9be0x9ac0x9f00x9cd0x9b7
Academy	0x98f0x9950x9be0x9a10x9c70x9ae0x9c0,  0x9ac0x9bf0x9a60x9cd0x9af0x9be-0x9aa0x9f00x9bf0x9b70x9a6
Accommodation	0x9ac0x9cd0x9af0x9f10x9b80x9cd0x9a50x9be0x9aa0x9a8,  0x9b80x9cd0x9a50x9be0x9a8,  0x9a50x9950x9be 0x9a00x9be0x987,  0x9b80x9820x9b80x9cd0x9a50x9be0x9aa0x9a8
Dairy farm	0x9970x9f00x9c1-0x9ae0x9b90x9f0 0x9960x9c10x99f0x9bf,  0x9ac0x9be0x9a50x9be0x9a8
Dam	0x9ac0x9be0x9a80x9cd0x9a7
Danger Signal	0x9ac0x9bf0x9aa0x9a6 0x9b80x9990x9cd0x9950x9c70x9a4
Debate	0x9ac0x9bf0x9a40x9f00x9cd0x995
Budget debate	0x9ac0x9be0x99c0x9c70x99f 0x9ac0x9bf0x9a40x9f00x9cd0x995,  0x9860x9df0x9cd-0x9ac0x9cd0x9af0x9df0x9f0 0x9ac0x9bf0x9a40x9f00x9cd0x995
Decentralization	0x9ac0x9bf0x9950x9c70x9a80x9cd0x9a60x9cd0x9f00x9c00x9950x9f00x9a3
Decontrol	0x9ac0x9bf0x9a80x9bf0x9df0x9a80x9cd0x9a40x9cd0x9f00x9a3
Deduction	0x9ac0x9cd0x9af0x9f10x9950x9b20x9a8,  0x9ac0x9bf0x9df0x9cb0x9970x9cd,  0x9850x9a80x9c10x9ae0x9a40x9bf
Deed	0x9ac0x9bf0x9b20x9c70x996,  0x9a60x9b20x9bf0x9b2
Defalcation	0x9ac0x9cd0x9af0x9aa0x9b90x9f00x9a3,  0x9a40x99b0x9f00x9c10x9aa
Default	0x9ac0x9cd0x9af0x9a40x9bf0x9950x9cd0x9f00x9ae,  0x9970x9f00x9b90x9be0x99c0x9bf0x9f00x9be,  0x9950x9cd0x9f00x9c10x99f0x9bf
Defaulters	0x9ac0x9cd0x9af0x9a40x9bf0x9950x9cd0x9f00x9ae,  0x9970x9f00x9b90x9be0x99c0x9bf0x9f00x9be,  0x9850x9a80x9c10x9aa0x9b80x9cd0x9a50x9be0x9df0x995
Stagnant Water	0x9ac0x9a80x9cd0x9a70x9aa0x9be0x9a80x9c0
Unemployment	0x9ac0x9c30x9a40x9cd0x9a40x9bf0x9b90x9c00x9a80x9a40x9be,  0x9950x9f00x9cd0x9ae0x9b90x9c00x9a80x9a40x9be,  0x9ac0x9c70x9950x9be0x9f0,  0x9a80x9bf0x9ac0x9a80x9c10x9f10x9be
Unemployed	0x9950x9f00x9cd0x9ae0x9b90x9c00x9a8,  0x9ac0x9c70x9950x9be0x9f0
University	0x9ac0x9bf0x9b60x9cd0x9ac0x9ac0x9bf0x9a60x9cd0x9af0x9be0x9b20x9df
University Court	0x9ac0x9bf0x9b60x9cd0x9ac0x9ac0x9bf0x9a60x9cd0x9af0x9be0x9b20x9df0x9f0 0x9b80x9be0x9a70x9be0x9f00x9a3 0x9aa0x9f00x9bf0x9b70x9a6
Unlicensed cultivation	0x9ac0x9c7 0x9860x9870x9a80x9c0 0x9950x9c30x9b70x9bf,  0x9850x9a80x9c10x9ae0x9a40x9bf0x9b90x9c00x9a8 0x9950x9c30x9b70x9bf
Unofficial	0x9ac0x9c70x99a0x9f00x9950x9be0x9f00x9c0,  0x985-0x9b60x9be0x9b80x9950x9c00x9df
Unopposed	0x9860x9aa0x9a40x9cd0x9a40x9bf0x9b90x9c00x9a8,  0x9ac0x9bf0x9a80x9be 0x9ac0x9bf0x9f00x9cb0x9a70x9c7
Utilisation	0x9890x9aa0x9af0x9cb0x997,  0x9ac0x9cd0x9af0x9f10x9b90x9be0x9f0,  0x9950x9f00x9cd0x9ae0x9cb0x9aa0x9af0x9cb0x9970x9c0
Vacation	0x9850x9f10x9950x9be0x9b6,  0x99b0x9c10x99f0x9c0,  0x9ac0x9a80x9cd0x9a70x9be
Vagabond	0x9950x9c70x9b20x9c70x9b90x9c10x9f10x9be,  0x9ac0x9970x9f00x9be,  0x9aa0x9a60x9c20x9b20x9bf0x9b60x9c10x9990x9be
Valid	0x9b80x9bf0x9a60x9cd0x9a7 ,  0x9ac0x9c80x9a7
Valid document	0x9ac0x9c80x9a70x9b20x9c70x9960x9cd0x9af,  0x9960x9be0x99a0x9a60x9b20x9bf0x9b2
Validity	0x9b80x9bf0x9a60x9cd0x9a70x9a40x9be,  0x9ac0x9c80x9a70x9a40x9be
Valuable Security 	0x9ac0x9b90x9c10x9ae0x9c20x9b20x9cd0x9af 0x9aa0x9cd0x9f00x9a40x9bf0x9ad0x9c20x9a40x9bf,  0x9ae0x9c20x9b20x9cd0x9af0x9f10x9be0x9a8 0x99c0x9be0x9ae0x9bf0x9a8
